match_no,innings,over,runs,wickets
38,1,11,9,2
38,1,12,4,0
38,1,13,4,0
38,1,14,10,0
38,1,15,2,1
38,1,16,7,0
38,1,17,5,0
38,1,18,7,0
38,1,19,17,0
38,1,20,26,0
38,2,1,8,0
38,2,2,1,1
38,2,3,8,0
38,2,4,5,0
38,2,5,8,0
38,2,6,7,0
38,2,7,5,0
38,2,8,5,0
38,2,9,10,0
38,2,10,6,0
38,2,11,4,1
38,2,12,7,0
38,2,13,7,1
38,2,14,8,1
38,2,15,3,0
38,2,16,12,1
38,2,17,14,0
38,2,18,10,1
38,2,19,11,1
38,2,20,16,1
38,3,1,1,2
38,4,1,4,0
39,1,1,2,1
39,1,2,5,2
39,1,3,1,2
39,1,4,1,1
39,1,5,2,0
39,1,6,2,0
39,1,7,12,0
39,1,8,9,0
39,1,9,9,1
39,1,10,3,0
39,1,11,12,0
39,1,12,1,0
39,1,13,5,1
39,1,14,3,0
39,1,15,4,0
39,1,16,0,1
39,1,17,4,1
39,2,1,7,0
39,2,2,6,0
39,2,3,14,1
39,2,4,12,0
39,2,5,21,0
39,2,6,5,0
39,2,7,12,0
40,1,1,8,0
40,1,2,21,0
40,1,3,8,1
40,1,4,11,0
40,1,5,4,0
40,1,6,13,0
40,1,7,15,0
40,1,8,15,0
40,1,9,6,1
40,1,10,6,0
40,1,11,11,0
40,1,12,9,0
40,1,13,7,0
40,1,14,10,1
40,1,15,6,0
40,1,16,10,0
40,1,17,7,0
40,1,18,14,1
40,1,19,17,0
40,1,20,24,0
40,2,1,15,0
40,2,2,17,0
40,2,3,12,0
40,2,4,22,1
40,2,5,2,0
40,2,6,16,0
40,2,7,6,0
40,2,8,5,0
40,2,9,8,0
40,2,10,6,1
40,2,11,9,0
40,2,12,13,1
40,2,13,8,0
40,2,14,12,1
40,2,15,14,0
40,2,16,15,0
40,2,17,8,0
40,2,18,17,0
40,2,19,16,0
40,2,20,7,0
41,1,1,6,0
41,1,2,15,0
41,1,3,16,0
41,1,4,7,0
41,1,5,16,0
41,1,6,18,0
41,1,7,15,0
41,1,8,17,1
41,1,9,3,1
41,1,10,11,0
41,1,11,13,0
41,1,12,19,0
41,1,13,7,0
41,1,14,4,1
41,1,15,14,0
41,1,16,21,0
41,1,17,6,0
41,1,18,13,0
41,1,19,8,1
41,1,20,14,1
41,2,1,11,0
41,2,2,14,0
41,2,3,18,0
41,2,4,19,0
41,2,5,12,0
41,2,6,18,0
41,2,7,23,0
41,2,8,11,0
41,2,9,4,2
41,2,10,4,1
41,2,11,16,0
41,2,12,18,0
41,2,13,8,0
41,2,14,13,0
41,2,15,4,0
41,2,16,19,0
41,2,17,8,1
41,2,18,13,0
41,2,19,16,0
42,1,1,6,0
42,1,2,21,0
42,1,3,7,1
42,1,4,5,1
42,1,5,14,0
42,1,6,6,0
42,1,7,12,0
42,1,8,9,1
42,1,9,9,1
42,1,10,2,1
42,1,11,6,1
42,1,12,3,0
42,1,13,13,0
42,1,14,13,1
42,1,15,6,1
42,1,16,1,0
42,1,17,3,0
42,1,18,7,0
42,1,19,12,0
42,1,20,0,2
42,2,1,12,0
42,2,2,24,0
42,2,3,6,1
42,2,4,13,0
42,2,5,2,1
42,2,6,12,0
42,2,7,17,0
42,2,8,8,1
42,2,9,8,0
42,2,10,7,0
42,2,11,13,2
42,2,12,10,0
42,2,13,5,0
42,2,14,4,1
42,2,15,4,0
42,2,16,13,0
43,1,1,7,1
43,1,2,5,1
43,1,3,9,0
43,1,4,8,0
43,1,5,7,0
43,1,6,20,0
43,1,7,8,0
43,1,8,7,0
43,1,9,14,0
43,1,10,6,0
43,1,11,15,0
43,1,12,10,1
43,1,13,5,0
43,1,14,9,0
43,1,15,17,0
43,1,16,15,0
43,1,17,11,2
43,1,18,20,0
43,1,19,14,0
43,1,20,18,1
43,2,1,11,0
43,2,2,8,0
43,2,3,15,0
43,2,4,15,0
43,2,5,10,0
43,2,6,11,0
43,2,7,8,0
43,2,8,10,0
43,2,9,20,0
43,2,10,5,1
43,2,11,7,0
43,2,12,18,0
43,2,13,10,0
43,2,14,18,0
43,2,15,7,1
43,2,16,11,1
43,2,17,12,0
43,2,18,16,0
43,2,19,9,0
43,2,20,5,0
44,1,1,1,0
44,1,2,4,1
44,1,3,15,0
44,1,4,9,0
44,1,5,18,0
44,1,6,10,0
44,1,7,6,1
44,1,8,7,0
44,1,9,7,0
44,1,10,13,0
44,1,11,10,1
44,1,12,6,0
44,1,13,4,1
44,1,14,3,0
44,1,15,7,0
44,1,16,4,0
44,1,17,11,1
44,1,18,7,1
44,1,19,4,0
44,1,20,13,1
44,2,1,7,0
44,2,2,6,1
44,2,3,17,0
44,2,4,7,0
44,2,5,18,0
44,2,6,7,1
44,2,7,7,0
44,2,8,11,0
44,2,9,5,0
44,2,10,7,0
44,2,11,5,0
44,2,12,10,0
44,2,13,7,0
44,2,14,8,0
44,2,15,7,0
44,2,16,9,0
44,2,17,14,0
44,2,18,4,0
44,2,19,4,0
45,1,1,9,0
45,1,2,17,0
45,1,3,11,0
45,1,4,8,1
45,1,5,14,0
45,1,6,12,0
45,1,7,13,0
45,1,8,5,0
45,1,9,16,1
45,1,10,2,0
45,1,11,14,1
45,1,12,4,1
45,1,13,6,0
45,1,14,4,1
45,1,15,4,0
45,1,16,9,2
45,1,17,8,1
45,1,18,3,1
45,1,19,6,1
45,2,1,8,0
45,2,2,6,0
45,2,3,8,0
45,2,4,27,1
45,2,5,6,0
45,2,6,16,0
45,2,7,8,0
45,2,8,10,0
45,2,9,10,0
45,2,10,6,0
45,2,11,5,0
45,2,12,9,0
45,2,13,3,0
45,2,14,7,0
45,2,15,4,1
45,2,16,10,0
45,2,17,10,1
45,2,18,7,0
45,2,19,9,0
46,1,1,6,2
46,1,2,11,0
46,1,3,6,0
46,1,4,4,0
46,1,5,8,0
46,1,6,0,1
46,1,7,4,1
46,1,8,6,0
46,1,9,2,1
46,1,10,4,0
46,1,11,11,0
46,1,12,4,0
46,1,13,15,0
46,1,14,27,0
46,1,15,10,0
46,1,16,8,1
46,1,17,8,0
46,1,18,7,2
46,1,19,8,0
46,1,20,14,1
46,2,1,12,0
46,2,2,6,1
46,2,3,7,0
46,2,4,8,0
46,2,5,16,0
46,2,6,9,0
46,2,7,6,0
46,2,8,5,0
46,2,9,4,1
46,2,10,5,0
46,2,11,14,0
46,2,12,7,1
46,2,13,4,0
46,2,14,13,0
46,2,15,8,1
46,2,16,4,0
46,2,17,12,1
46,2,18,7,0
46,2,19,6,1
46,2,20,14,0
47,1,1,11,0
47,1,2,10,0
47,1,3,9,1
47,1,4,21,0
47,1,5,20,0
47,1,6,19,0
47,1,7,16,0
47,1,8,17,0
47,1,9,4,2
47,1,10,14,0
47,1,11,14,1
47,1,12,5,0
47,1,13,4,1
47,1,14,7,0
47,1,15,4,0
47,1,16,17,0
47,1,17,14,0
47,1,18,9,0
47,1,19,7,0
47,1,20,6,0
47,2,1,10,0
47,2,2,11,0
47,2,3,14,0
47,2,4,9,0
47,2,5,6,0
47,2,6,21,0
47,2,7,16,0
47,2,8,11,0
47,2,9,23,0
47,2,10,6,0
47,2,11,17,1
47,2,12,14,0
47,2,13,14,0
47,2,14,5,1
47,2,15,10,0
47,2,16,3,1
47,2,17,12,0
47,2,18,16,1
47,2,19,11,0
48,1,1,8,0
48,1,2,5,0
48,1,3,6,0
48,1,4,10,1
48,1,5,7,0
48,1,6,1,1
48,1,7,8,0
48,1,8,7,1
48,1,9,5,0
48,1,10,5,1
48,1,11,7,1
48,1,12,4,0
48,1,13,4,0
48,1,14,10,0
48,1,15,10,0
48,1,16,12,0
48,1,17,7,0
48,1,18,14,0
48,1,19,5,1
48,1,20,20,1
48,2,1,3,0
48,2,2,12,0
48,2,3,7,0
48,2,4,2,1
48,2,5,4,0
48,2,6,16,0
48,2,7,5,1
48,2,8,8,0
48,2,9,9,0
48,2,10,8,0
48,2,11,4,0
48,2,12,18,0
48,2,13,9,0
48,2,14,1,0
48,2,15,20,0
48,2,16,12,0
48,2,17,11,0
48,2,18,10,0
49,1,1,11,0
49,1,2,21,0
49,1,3,16,0
49,1,4,6,1
49,1,5,11,0
49,1,6,14,0
49,1,7,7,1
49,1,8,8,0
49,1,9,13,0
49,1,10,11,0
49,1,11,6,0
49,1,12,10,0
49,1,13,13,0
49,1,14,21,0
49,1,15,6,1
49,1,16,8,0
49,1,17,17,0
49,1,18,13,0
49,1,19,10,0
49,1,20,13,1
49,2,1,4,1
49,2,2,6,1
49,2,3,13,0
49,2,4,6,1
49,2,5,19,0
49,2,6,9,0
49,2,7,7,1
49,2,8,5,0
49,2,9,5,0
49,2,10,17,0
49,2,11,18,0
49,2,12,5,1
49,2,13,7,1
49,2,14,5,0
49,2,15,4,0
49,2,16,12,0
49,2,17,16,0
49,2,18,10,0
49,2,19,19,0
49,2,20,15,1
50,1,1,5,0
50,1,2,13,0
50,1,3,9,0
50,1,4,12,0
50,1,5,17,0
50,1,6,12,0
50,1,7,12,0
50,1,8,6,0
50,1,9,9,0
50,1,10,3,1
50,1,11,11,0
50,1,12,6,0
50,1,13,10,0
50,1,14,20,0
50,1,15,10,0
50,1,16,10,0
50,1,17,18,1
50,1,18,10,0
50,1,19,16,1
50,2,1,9,1
50,2,2,8,1
50,2,3,3,0
50,2,4,6,0
50,2,5,9,0
50,2,6,10,0
50,2,7,15,0
50,2,8,9,0
50,2,9,17,0
50,2,10,18,0
50,2,11,3,2
50,2,12,6,1
50,2,13,9,0
50,2,14,11,0
50,2,15,17,0
50,2,16,16,1
50,2,17,14,0
50,2,18,13,0
50,2,19,10,0
51,1,1,7,0
51,1,2,10,0
51,1,3,11,0
51,1,4,11,0
51,1,5,10,1
51,1,6,6,0
51,1,7,7,0
51,1,8,12,1
51,1,9,3,0
51,1,10,3,1
51,1,11,9,2
51,1,12,1,0
51,1,13,4,0
51,1,14,2,0
51,1,15,2,0
51,1,16,2,0
51,1,17,16,0
51,1,18,10,0
51,1,19,13,1
51,1,20,3,2
51,2,1,6,0
51,2,2,11,0
51,2,3,12,1
51,2,4,3,1
51,2,5,2,0
51,2,6,9,0
51,2,7,13,0
51,2,8,10,0
51,2,9,5,0
51,2,10,4,0
51,2,11,13,0
51,2,12,16,0
51,2,13,21,0
51,2,14,15,0
51,2,15,7,0
52,1,1,18,0
52,1,2,8,0
52,1,3,11,0
52,1,4,15,0
52,1,5,15,0
52,1,6,15,0
52,1,7,10,0
52,1,8,6,0
52,1,9,10,0
52,1,10,6,0
52,1,11,5,1
52,1,12,17,0
52,1,13,14,0
52,1,14,5,1
52,1,15,11,0
52,1,16,13,0
52,1,17,17,1
52,1,18,8,0
52,1,19,4,1
52,1,20,21,0
52,2,1,11,0
52,2,2,15,0
52,2,3,12,1
52,2,4,2,1
52,2,5,22,0
52,2,6,16,1
52,2,7,8,0
52,2,8,5,2
52,2,9,2,0
52,2,10,6,0
52,2,11,8,0
52,2,12,14,1
52,2,13,7,0
52,2,14,9,1
52,2,15,4,1
52,2,16,10,0
52,2,17,1,2
53,1,1,16,0
53,1,2,8,0
53,1,3,16,0
53,1,4,18,0
53,1,5,19,0
53,1,6,14,1
53,1,7,3,1
53,1,8,7,0
53,1,9,11,0
53,1,10,5,2
53,1,11,6,0
53,1,12,6,0
53,1,13,8,1
53,1,14,9,0
53,1,15,8,1
53,1,16,5,0
53,1,17,8,0
53,1,18,10,0
53,1,19,17,0
53,1,20,9,2
53,2,1,11,0
53,2,2,15,0
53,2,3,9,0
53,2,4,12,1
53,2,5,25,0
53,2,6,25,0
53,2,7,11,0
53,2,8,13,0
53,2,9,4,0
53,2,10,6,1
53,2,11,5,0
53,2,12,6,0
53,2,13,11,1
53,2,14,4,0
53,2,15,8,0
53,2,16,4,1
53,2,17,5,1
53,2,18,9,0
53,2,19,11,0
53,2,20,14,0
54,1,1,4,1
54,1,2,18,0
54,1,3,6,2
54,1,4,6,0
54,1,5,7,0
54,1,6,12,0
54,1,7,4,0
54,1,8,8,0
54,1,9,10,0
54,1,10,7,0
54,1,11,9,0
54,1,12,11,0
54,1,13,12,1
54,1,14,11,0
54,1,15,6,0
54,1,16,5,1
54,1,17,13,0
54,1,18,6,1
54,1,19,6,1
54,1,20,5,0
54,2,1,14,1
54,2,2,4,0
54,2,3,6,1
54,2,4,8,0
54,2,5,7,0
54,2,6,8,1
54,2,7,4,0
54,2,8,5,0
54,2,9,9,0
54,2,10,9,0
54,2,11,8,0
54,2,12,12,0
54,2,13,0,1
54,2,14,16,0
54,2,15,8,0
54,2,16,13,2
54,2,17,6,0
54,2,18,12,1
54,2,19,3,0
54,2,20,15,1
55,1,1,22,0
55,1,2,12,0
55,1,3,17,0
55,1,4,8,0
55,1,5,11,0
55,1,6,2,0
55,1,7,6,1
55,1,8,10,0
55,1,9,9,1
55,1,10,10,0
55,1,11,9,0
55,1,12,9,0
55,1,13,8,0
55,1,14,7,0
55,1,15,9,0
55,1,16,13,0
55,1,17,6,0
55,1,18,19,1
55,1,19,16,2
55,1,20,7,0
55,2,1,6,0
55,2,2,4,1
55,2,3,4,1
55,2,4,18,0
55,2,5,6,1
55,2,6,9,0
55,2,7,16,0
55,2,8,10,0
55,2,9,3,1
55,2,10,11,0
55,2,11,11,0
55,2,12,15,0
55,2,13,11,0
55,2,14,14,1
55,2,15,5,0
55,2,16,15,0
55,2,17,17,1
55,2,18,19,0
55,2,19,22,1
56,1,1,5,0
56,1,2,10,0
56,1,3,2,1
56,1,4,4,0
56,1,5,5,0
56,1,6,8,1
56,1,7,13,0
56,1,8,9,0
56,1,9,7,0
56,1,10,5,1
56,1,11,10,0
56,1,12,6,0
56,1,13,10,0
56,1,14,13,0
56,1,15,7,0
56,1,16,9,0
56,1,17,10,1
56,1,18,7,0
56,1,19,18,0
56,1,20,10,1
56,2,1,0,1
56,2,2,13,1
56,2,3,10,0
56,2,4,6,1
56,2,5,1,0
56,2,6,4,1
56,2,7,9,0
56,2,8,5,0
56,2,9,6,0
56,2,10,2,1
56,2,11,4,2
56,2,12,11,0
56,2,13,1,1
56,2,14,10,1
56,2,15,4,1
57,1,1,4,0
57,1,2,14,0
57,1,3,8,1
57,1,4,17,0
57,1,5,6,1
57,1,6,7,0
57,1,7,8,0
57,1,8,5,0
57,1,9,7,0
57,1,10,10,0
57,1,11,11,0
57,1,12,14,0
57,1,13,10,1
57,1,14,10,0
57,1,15,10,0
57,1,16,12,0
57,1,17,12,0
57,1,18,7,0
57,1,19,10,0
57,1,20,10,1
57,2,1,2,0
57,2,2,18,0
57,2,3,16,0
57,2,4,9,1
57,2,5,11,0
57,2,6,10,0
57,2,7,5,0
57,2,8,10,0
57,2,9,8,0
57,2,10,12,0
57,2,11,13,0
57,2,12,4,0
57,2,13,11,0
57,2,14,4,1
57,2,15,12,0
57,2,16,12,1
57,2,17,15,0
57,2,18,9,1
57,2,19,9,0
57,2,20,4,0
58,1,1,7,0
58,1,2,9,0
58,1,3,5,0
58,1,4,10,0
58,1,5,15,0
58,1,6,9,1
58,1,7,3,0
58,1,8,9,0
58,1,9,9,0
58,1,10,13,0
58,1,11,11,0
58,1,12,11,2
58,1,13,11,1
58,1,14,6,1
58,1,15,7,1
58,1,16,5,0
58,1,17,7,1
58,1,18,19,1
58,1,19,22,0
58,1,20,12,0
58,2,1,2,0
58,2,2,11,0
58,2,3,15,0
58,2,4,12,0
58,2,5,6,0
58,2,6,13,0
58,2,7,10,1
58,2,8,3,0
58,2,9,13,1
58,2,10,4,1
58,2,11,9,0
58,2,12,5,0
58,2,13,13,0
58,2,14,5,0
58,2,15,8,0
58,2,16,20,0
58,2,17,2,1
58,2,18,22,0
58,2,19,13,0
58,2,20,19,0
59,1,1,13,0
59,1,2,7,0
59,1,3,5,0
59,1,4,6,1
59,1,5,3,0
59,1,6,3,1
59,1,7,14,0
59,1,8,10,1
59,1,9,8,0
59,1,10,2,0
59,1,11,15,0
59,1,12,6,0
59,1,13,16,0
59,1,14,7,0
59,1,15,12,1
59,1,16,15,1
59,1,17,7,0
59,1,18,4,0
59,1,19,11,0
59,1,20,23,0
59,2,1,15,0
59,2,2,5,0
59,2,3,11,0
59,2,4,8,0
59,2,5,28,0
59,2,6,19,0
59,2,7,9,0
59,2,8,14,0
59,2,9,5,0
59,2,10,10,0
59,2,11,5,0
59,2,12,7,2
59,2,13,2,0
59,2,14,8,1
59,2,15,10,0
59,2,16,8,0
59,2,17,24,0
60,1,1,5,0
60,1,2,8,0
60,1,3,12,0
60,1,4,14,0
60,1,5,8,1
60,1,6,9,0
60,1,7,11,0
60,1,8,18,0
60,1,9,15,0
60,1,10,16,0
60,1,11,22,0
60,1,12,5,1
60,1,13,14,0
60,1,14,17,0
60,1,15,5,0
60,1,16,13,0
60,1,17,8,0
60,1,18,10,0
60,1,19,25,0
60,1,20,12,0
60,2,1,15,0
60,2,2,12,0
60,2,3,15,0
60,2,4,7,0
60,2,5,2,1
60,2,6,5,0
60,2,7,13,0
60,2,8,5,0
60,2,9,18,0
60,2,10,9,0
60,2,11,10,0
60,2,12,11,0
60,2,13,8,0
60,2,14,22,0
60,2,15,11,0
60,2,16,14,0
60,2,17,5,1
60,2,18,21,0
60,2,19,5,1
60,2,20,10,1
61,1,1,4,0
61,1,2,13,0
61,1,3,10,1
61,1,4,13,0
61,1,5,9,0
61,1,6,12,0
61,1,7,21,0
61,1,8,9,0
61,1,9,6,0
61,1,10,4,1
61,1,11,7,0
61,1,12,12,0
61,1,13,11,0
61,1,14,12,0
61,1,15,14,1
61,1,16,11,0
61,1,17,19,0
61,1,18,13,0
61,1,19,8,0
61,1,20,14,1
61,2,1,5,1
61,2,2,11,0
61,2,3,3,1
61,2,4,4,1
61,2,5,15,0
61,2,6,11,0
61,2,7,11,0
61,2,8,8,1
61,2,9,12,0
61,2,10,6,0
61,2,11,7,1
61,2,12,9,0
61,2,13,20,0
61,2,14,12,0
61,2,15,12,0
61,2,16,14,0
61,2,17,7,1
61,2,18,16,0
61,2,19,7,0
61,2,20,9,2
62,1,1,12,0
62,1,2,7,1
62,1,3,16,0
62,1,4,5,0
62,1,5,18,0
62,1,6,17,0
62,1,7,11,0
62,1,8,6,1
62,1,9,6,0
62,1,10,6,0
62,1,11,13,0
62,1,12,23,0
62,1,13,12,0
62,1,14,8,0
62,1,15,6,3
62,1,16,5,0
62,1,17,3,1
62,1,18,8,0
62,1,19,6,1
62,1,20,5,1
62,2,1,14,0
62,2,2,13,0
62,2,3,11,0
62,2,4,12,0
62,2,5,10,0
62,2,6,12,0
62,2,7,13,0
62,2,8,4,0
62,2,9,6,0
62,2,10,10,0
62,2,11,8,1
62,2,12,8,0
62,2,13,2,1
62,2,14,7,0
62,2,15,12,1
62,2,16,9,0
62,2,17,8,1
62,2,18,16,0
62,2,19,12,1
62,2,20,10,0
63,1,1,17,0
63,1,2,13,0
63,1,3,13,1
63,1,4,3,0
63,1,5,6,1
63,1,6,5,0
63,1,7,6,0
63,1,8,16,0
63,1,9,10,0
63,1,10,2,1
63,1,11,8,0
63,1,12,1,1
63,1,13,4,0
63,1,14,18,0
63,1,15,10,0
63,1,16,12,0
63,1,17,7,0
63,1,18,8,1
63,1,19,13,1
63,1,20,8,1
63,2,1,10,0
63,2,2,5,0
63,2,3,4,1
63,2,4,12,0
63,2,5,7,0
63,2,6,7,0
63,2,7,8,0
63,2,8,4,1
63,2,9,7,0
63,2,10,11,0
63,2,11,14,0
63,2,12,9,0
63,2,13,16,0
63,2,14,12,0
63,2,15,11,1
63,2,16,6,0
63,2,17,10,0
63,2,18,15,1
63,2,19,13,1
64,1,1,12,0
64,1,2,13,0
64,1,3,13,0
64,1,4,16,0
64,1,5,14,0
64,1,6,15,0
64,1,7,12,0
64,1,8,10,0
64,1,9,11,1
64,1,10,11,0
64,1,11,10,0
64,1,12,12,0
64,1,13,7,1
64,1,14,4,0
64,1,15,5,0
64,1,16,17,0
64,1,17,12,0
64,1,18,10,0
64,1,19,11,0
64,1,20,5,3
64,2,1,23,0
64,2,2,2,0
64,2,3,5,0
64,2,4,19,0
64,2,5,7,0
64,2,6,15,0
64,2,7,5,1
64,2,8,8,0
64,2,9,26,0
64,2,10,11,0
64,2,11,16,0
64,2,12,29,0
64,2,13,11,0
64,2,14,3,1
64,2,15,8,0
64,2,16,8,0
64,2,17,5,1
64,2,18,10,0
64,2,19,8,0
64,2,20,6,0
65,1,1,6,0
65,1,2,4,0
65,1,3,7,2
65,1,4,7,1
65,1,5,10,0
65,1,6,12,1
65,1,7,4,0
65,1,8,7,0
65,1,9,4,0
65,1,10,3,0
65,1,11,4,0
65,1,12,6,0
65,1,13,9,0
65,1,14,5,1
65,1,15,6,0
65,1,16,1,1
65,1,17,11,1
65,1,18,9,0
65,1,19,13,0
65,1,20,19,1
65,2,1,10,1
65,2,2,2,0
65,2,3,5,0
65,2,4,14,0
65,2,5,8,0
65,2,6,12,1
65,2,7,3,0
65,2,8,13,1
65,2,9,6,0
65,2,10,11,0
65,2,11,8,0
65,2,12,5,0
65,2,13,15,0
65,2,14,3,0
65,2,15,3,1
65,2,16,11,1
65,2,17,7,0
65,2,18,5,1
65,2,19,7,0
66,1,1,8,0
66,1,2,15,0
66,1,3,7,0
66,1,4,15,0
66,1,5,3,0
66,1,6,14,0
66,1,7,16,0
66,1,8,3,0
66,1,9,15,0
66,1,10,15,0
66,1,11,10,0
66,1,12,3,0
66,1,13,5,1
66,1,14,22,0
66,1,15,8,0
66,1,16,14,0
66,1,17,13,0
66,1,18,15,0
66,1,19,15,2
66,1,20,13,1
66,2,1,10,1
66,2,2,13,0
66,2,3,8,2
66,2,4,12,0
66,2,5,8,0
66,2,6,7,1
66,2,7,5,1
66,2,8,9,0
66,2,9,19,0
66,2,10,18,0
66,2,11,14,1
66,2,12,13,0
66,2,13,4,2
66,2,14,0,2
67,1,1,13,0
67,1,2,8,0
67,1,3,12,0
67,1,4,12,1
67,1,5,7,0
67,1,6,11,0
67,1,7,14,0
67,1,8,19,0
67,1,9,7,1
67,1,10,13,0
67,1,11,8,0
67,1,12,5,0
67,1,13,27,0
67,1,14,15,0
67,1,15,18,0
67,1,16,20,0
67,1,17,16,1
67,1,18,13,0
67,1,19,8,0
67,1,20,9,1
67,2,1,14,0
67,2,2,5,0
67,2,3,15,0
67,2,4,23,0
67,2,5,14,1
67,2,6,4,1
67,2,7,10,0
67,2,8,6,0
67,2,9,3,1
67,2,10,6,0
67,2,11,12,0
67,2,12,9,0
67,2,13,6,0
67,2,14,12,0
67,2,15,10,0
67,2,16,11,0
67,2,17,8,0
67,2,18,9,0
67,2,19,8,1
67,2,20,15,0
68,1,1,16,0
68,1,2,1,1
68,1,3,3,1
68,1,4,4,0
68,1,5,18,0
68,1,6,24,0
68,1,7,5,1
68,1,8,8,0
68,1,9,9,0
68,1,10,12,0
68,1,11,3,0
68,1,12,19,0
68,1,13,4,0
68,1,14,8,1
68,1,15,13,0
68,1,16,10,0
68,1,17,12,1
68,1,18,4,1
68,1,19,6,0
68,1,20,17,0
68,2,1,10,1
68,2,2,11,0
68,2,3,9,1
68,2,4,11,0
68,2,5,14,0
68,2,6,10,0
68,2,7,4,0
68,2,8,10,0
68,2,9,15,0
68,2,10,11,0
68,2,11,6,0
68,2,12,14,0
68,2,13,14,0
68,2,14,11,0
68,2,15,12,1
68,2,16,20,0
68,2,17,5,0
68,2,18,13,0
69,1,1,9,0
69,1,2,4,0
69,1,3,12,0
69,1,4,8,1
69,1,5,6,1
69,1,6,15,1
69,1,7,6,0
69,1,8,15,0
69,1,9,9,0
69,1,10,10,0
69,1,11,6,1
69,1,12,15,0
69,1,13,4,1
69,1,14,3,0
69,1,15,10,0
69,1,16,16,1
69,1,17,13,0
69,1,18,14,2
69,1,19,16,0
69,1,20,14,0
69,2,1,1,1
69,2,2,12,0
69,2,3,10,1
69,2,4,12,1
69,2,5,3,0
69,2,6,11,1
69,2,7,10,0
69,2,8,8,0
69,2,9,14,0
69,2,10,9,0
69,2,11,4,0
69,2,12,22,1
69,2,13,15,0
69,2,14,8,0
69,2,15,8,0
69,2,16,3,1
69,2,17,5,1
69,2,18,11,1
69,2,19,3,1
69,2,20,6,0
70,1,1,10,0
70,1,2,2,0
70,1,3,14,0
70,1,4,13,0
70,1,5,3,1
70,1,6,11,0
70,1,7,4,0
70,1,8,13,0
70,1,9,10,0
70,1,10,8,1
70,1,11,20,0
70,1,12,6,0
70,1,13,13,1
70,1,14,8,0
70,1,15,5,0
70,1,16,10,0
70,1,17,17,1
70,1,18,8,0
70,1,19,12,0
70,1,20,16,1
70,2,1,5,0
70,2,2,6,0
70,2,3,15,0
70,2,4,17,0
70,2,5,4,1
70,2,6,8,0
70,2,7,9,0
70,2,8,21,0
70,2,9,8,1
70,2,10,5,1
70,2,11,5,0
70,2,12,12,0
70,2,13,11,0
70,2,14,3,2
70,2,15,4,1
70,2,16,9,0
70,2,17,11,0
70,2,18,6,3
70,2,19,4,1
71,1,1,14,0
71,1,2,7,1
71,1,3,11,0
71,1,4,18,0
71,1,5,12,0
71,1,6,14,0
71,1,7,10,0
71,1,8,6,0
71,1,9,4,2
71,1,10,3,0
71,1,11,13,0
71,1,12,13,0
71,1,13,3,0
71,1,14,12,0
71,1,15,28,0
71,1,16,21,0
71,1,17,15,1
71,1,18,10,1
71,1,19,21,0
71,1,20,19,0
71,2,1,11,0
71,2,2,2,0
71,2,3,14,1
71,2,4,10,1
71,2,5,14,1
71,2,6,0,2
71,2,7,2,0
71,2,8,11,0
71,2,9,2,1
71,2,10,4,0
71,2,11,13,1
71,2,12,9,1
71,2,13,15,0
71,2,14,14,0
71,2,15,2,0
71,2,16,11,0
71,2,17,9,0
71,2,18,13,0
71,2,19,5,1
71,2,20,1,1
72,1,1,9,0
72,1,2,11,0
72,1,3,25,0
72,1,4,18,0
72,1,5,11,0
72,1,6,6,0
72,1,7,16,0
72,1,8,29,1
72,1,9,4,0
72,1,10,7,0
72,1,11,15,1
72,1,12,17,0
72,1,13,12,0
72,1,14,12,1
72,1,15,15,0
72,1,16,7,1
72,1,17,6,1
72,1,18,13,0
72,1,19,5,2
72,1,20,5,1
72,2,1,16,1
72,2,2,19,0
72,2,3,17,1
72,2,4,1,1
72,2,5,9,1
72,2,6,9,0
72,2,7,12,1
72,2,8,13,0
72,2,9,18,0
72,2,10,18,0
72,2,11,6,1
72,2,12,7,1
72,2,13,3,0
72,2,14,5,0
72,2,15,12,1
72,2,16,4,0
72,2,17,16,0
72,2,18,6,1
72,2,19,4,0
72,2,20,1,1
73,1,1,3,1
73,1,2,10,1
73,1,3,21,0
73,1,4,11,0
73,1,5,9,0
73,1,6,16,0
73,1,7,6,0
73,1,8,6,0
73,1,9,18,0
73,1,10,3,1
73,1,11,6,0
73,1,12,2,1
73,1,13,9,1
73,1,14,9,0
73,1,15,9,0
73,1,16,16,0
73,1,17,17,0
73,1,18,5,1
73,1,19,11,0
73,1,20,27,0
73,2,1,19,0
73,2,2,12,0
73,2,3,10,0
73,2,4,11,0
73,2,5,7,0
73,2,6,10,0
73,2,7,10,0
73,2,8,12,0
73,2,9,17,0
73,2,10,19,0
73,2,11,17,0
73,2,12,12,0
73,2,13,13,1
73,2,14,9,0
73,2,15,4,1
73,2,16,7,0
73,2,17,12,0
73,2,18,4,1
73,2,19,14,0
74,1,1,13,0
74,1,2,5,0
74,1,3,6,1
74,1,4,6,1
74,1,5,9,0
74,1,6,6,0
74,1,7,5,0
74,1,8,5,1
74,1,9,4,0
74,1,10,4,0
74,1,11,4,0
74,1,12,6,0
74,1,13,10,1
74,1,14,16,0
74,1,15,6,1
74,1,16,10,0
74,1,17,6,1
74,1,18,16,0
74,1,19,8,1
74,1,20,10,1
74,2,1,5,0
74,2,2,18,0
74,2,3,13,0
74,2,4,19,0
